,94,131,171,193,304,211,335,6173
2012-04-02,2012-04-02T00:00:02.14Z,2012-04-02T00:00:09.62Z,2012-04-02T00:00:12.35Z,2012-04-02T00:00:07.84Z,2012-04-02T00:00:08.12Z,2012-04-02T00:00:00.62Z,2012-04-02T00:00:03.63Z,2012-04-01T23:58:18.30Z
2012-04-03,2012-04-03T00:00:02.12Z,2012-04-03T00:00:09.64Z,2012-04-03T00:00:12.35Z,2012-04-03T00:00:07.84Z,2012-04-03T00:00:08.12Z,2012-04-03T00:00:00.62Z,2012-04-03T00:00:03.62Z,2012-04-02T23:58:18.40Z
2012-04-04,2012-04-04T00:00:02.12Z,2012-04-04T00:00:09.62Z,2012-04-04T00:00:12.34Z,2012-04-04T00:00:07.84Z,2012-04-04T00:00:08.12Z,2012-04-04T00:00:00.62Z,2012-04-04T00:00:03.62Z,2012-04-03T23:58:18.50Z
2012-04-05,2012-04-05T00:00:02.12Z,2012-04-05T00:00:09.62Z,2012-04-05T00:00:12.35Z,2012-04-05T00:00:07.84Z,2012-04-05T00:00:08.12Z,2012-04-05T00:00:00.62Z,2012-04-05T00:00:03.62Z,2012-04-04T23:58:18.70Z
2012-04-06,2012-04-06T00:00:02.12Z,2012-04-06T00:00:09.62Z,2012-04-06T00:00:12.34Z,2012-04-06T00:00:07.84Z,2012-04-06T00:00:08.12Z,2012-04-06T00:00:00.62Z,2012-04-06T00:00:03.62Z,2012-04-05T23:58:18.80Z
2012-04-07,2012-04-07T00:00:02.12Z,2012-04-07T00:00:09.62Z,2012-04-07T00:00:12.34Z,2012-04-07T00:00:07.84Z,2012-04-07T00:00:08.12Z,2012-04-07T00:00:00.62Z,2012-04-07T00:00:03.62Z,2012-04-06T23:58:19.00Z
2012-04-08,2012-04-08T00:00:02.12Z,2012-04-08T00:00:09.62Z,2012-04-08T00:00:12.34Z,2012-04-08T00:00:07.84Z,2012-04-08T00:00:08.12Z,2012-04-08T00:00:00.62Z,2012-04-08T00:00:03.62Z,2012-04-07T23:58:19.10Z
2012-04-09,2012-04-09T00:00:02.12Z,2012-04-09T00:00:09.62Z,2012-04-09T00:00:12.34Z,2012-04-09T00:00:07.84Z,2012-04-09T00:00:08.12Z,2012-04-09T00:00:00.63Z,2012-04-09T00:00:03.63Z,2012-04-08T23:58:19.30Z
2012-04-10,2012-04-09T23:00:02.12Z,2012-04-09T23:00:09.62Z,2012-04-09T23:00:12.34Z,2012-04-09T23:00:07.84Z,2012-04-09T23:00:08.12Z,2012-04-09T23:00:00.62Z,2012-04-09T23:00:03.62Z,2012-04-09T21:22:19.30Z
2012-04-11,2012-04-11T00:00:02.13Z,2012-04-11T00:00:09.62Z,2012-04-11T00:00:12.35Z,2012-04-11T00:00:07.84Z,2012-04-11T00:00:08.12Z,2012-04-11T00:00:00.63Z,2012-04-11T00:00:03.63Z,2012-04-10T23:58:19.50Z
2012-04-12,2012-04-12T00:00:02.12Z,2012-04-12T00:00:09.62Z,2012-04-12T00:00:12.35Z,2012-04-12T00:00:07.84Z,2012-04-12T00:00:08.12Z,2012-04-12T00:00:00.63Z,2012-04-12T00:00:03.63Z,2012-04-11T23:58:19.70Z
2012-04-13,2012-04-13T00:00:02.12Z,2012-04-13T00:00:09.62Z,2012-04-13T00:00:12.34Z,2012-04-13T00:00:07.84Z,2012-04-13T00:00:08.14Z,2012-04-13T00:00:00.62Z,2012-04-13T00:00:03.62Z,2012-04-12T23:58:19.80Z
2012-04-14,2012-04-14T00:00:02.12Z,2012-04-14T00:00:09.63Z,2012-04-14T00:00:12.34Z,2012-04-14T00:00:07.84Z,2012-04-14T00:00:08.12Z,2012-04-14T00:00:00.62Z,2012-04-14T00:00:03.63Z,2012-04-13T23:58:20.00Z
2012-04-15,2012-04-15T00:00:02.12Z,2012-04-15T00:00:09.62Z,2012-04-15T00:00:12.34Z,2012-04-15T00:00:07.84Z,2012-04-15T00:00:08.14Z,2012-04-15T00:00:00.62Z,2012-04-15T00:00:03.62Z,2012-04-14T23:58:20.10Z
2012-04-16,2012-04-16T00:00:02.12Z,2012-04-16T00:00:09.62Z,2012-04-16T00:00:12.34Z,2012-04-16T00:00:07.84Z,2012-04-16T00:00:08.12Z,2012-04-16T00:00:00.62Z,2012-04-16T00:00:03.62Z,2012-04-15T23:58:20.30Z
2012-04-17,2012-04-17T00:00:02.12Z,2012-04-17T00:00:09.62Z,2012-04-17T00:00:12.34Z,2012-04-17T00:00:07.84Z,2012-04-17T00:00:08.12Z,2012-04-17T00:00:00.62Z,2012-04-17T00:00:03.62Z,2012-04-16T23:58:20.40Z
2012-04-18,2012-04-18T00:00:02.12Z,2012-04-18T00:00:09.62Z,2012-04-18T00:00:12.34Z,2012-04-18T00:00:07.84Z,2012-04-18T00:00:08.12Z,2012-04-18T00:00:00.62Z,2012-04-18T00:00:03.62Z,2012-04-17T23:58:20.60Z
2012-04-19,2012-04-19T00:00:02.13Z,2012-04-19T00:00:09.62Z,2012-04-19T00:00:12.35Z,2012-04-19T00:00:07.84Z,2012-04-19T00:00:08.14Z,2012-04-19T00:00:00.63Z,2012-04-19T00:00:03.63Z,2012-04-18T23:58:20.70Z
2012-04-20,2012-04-20T00:00:02.12Z,2012-04-20T00:00:09.62Z,2012-04-20T00:00:12.35Z,2012-04-20T00:00:07.84Z,2012-04-20T00:00:08.12Z,2012-04-20T00:00:00.62Z,2012-04-20T00:00:03.62Z,2012-04-19T23:58:20.80Z
2012-04-21,2012-04-21T00:00:02.12Z,2012-04-21T00:00:09.62Z,2012-04-21T00:00:12.35Z,2012-04-21T00:00:07.84Z,2012-04-21T00:00:08.13Z,2012-04-21T00:00:00.62Z,2012-04-21T00:00:03.62Z,2012-04-20T23:58:21.00Z
2012-04-22,2012-04-22T00:00:02.12Z,2012-04-22T00:00:09.62Z,2012-04-22T00:00:12.35Z,2012-04-22T00:00:07.84Z,2012-04-22T00:00:08.14Z,2012-04-22T00:00:00.63Z,2012-04-22T00:00:03.62Z,2012-04-21T23:58:21.10Z
2012-04-23,2012-04-23T00:00:02.12Z,2012-04-23T00:00:09.64Z,2012-04-23T00:00:12.34Z,2012-04-23T00:00:07.84Z,2012-04-23T00:00:08.12Z,2012-04-23T00:00:00.62Z,2012-04-23T00:00:03.62Z,2012-04-22T23:58:21.20Z
2012-04-24,2012-04-24T00:00:02.12Z,2012-04-24T00:00:09.62Z,2012-04-24T00:00:12.34Z,2012-04-24T00:00:07.84Z,2012-04-24T00:00:08.14Z,2012-04-24T00:00:00.62Z,2012-04-24T00:00:03.62Z,2012-04-23T23:58:21.40Z
2012-04-25,2012-04-25T00:00:02.12Z,2012-04-25T00:00:09.62Z,2012-04-25T00:00:12.34Z,2012-04-25T00:00:07.84Z,2012-04-25T00:00:08.14Z,2012-04-25T00:00:00.62Z,2012-04-25T00:00:03.62Z,2012-04-24T23:58:21.50Z
2012-04-26,2012-04-26T00:00:02.13Z,2012-04-26T00:00:09.62Z,2012-04-26T00:00:12.34Z,2012-04-26T00:00:07.84Z,2012-04-26T00:00:08.13Z,2012-04-26T00:00:00.64Z,2012-04-26T00:00:03.62Z,2012-04-25T23:58:21.60Z
2012-04-27,2012-04-27T00:00:02.13Z,2012-04-27T00:00:09.62Z,2012-04-27T00:00:12.35Z,2012-04-27T00:00:07.84Z,2012-04-27T00:00:08.12Z,2012-04-27T00:00:00.62Z,2012-04-27T00:00:03.62Z,2012-04-26T23:58:21.80Z
2012-04-28,2012-04-28T00:00:02.12Z,2012-04-28T00:00:09.62Z,2012-04-28T00:00:12.34Z,2012-04-28T00:00:08.95Z,2012-04-28T00:00:08.12Z,2012-04-28T00:00:00.62Z,2012-04-28T00:00:03.62Z,2012-04-27T23:58:21.90Z
2012-04-29,2012-04-29T00:00:02.12Z,2012-04-29T00:00:09.62Z,2012-04-29T00:00:12.34Z,2012-04-29T00:00:07.84Z,2012-04-29T00:00:08.12Z,2012-04-29T00:00:00.62Z,2012-04-29T00:00:03.63Z,2012-04-28T23:58:22.00Z
2012-04-30,2012-04-30T00:00:02.12Z,2012-04-30T00:00:09.63Z,2012-04-30T00:00:12.34Z,2012-04-30T00:00:07.84Z,2012-04-30T00:00:08.12Z,2012-04-30T00:00:00.62Z,2012-04-30T00:00:03.62Z,2012-04-29T23:58:22.20Z
2012-05-01,2012-05-01T00:00:02.12Z,2012-05-01T00:00:09.62Z,2012-05-01T00:00:12.34Z,2012-05-01T00:00:07.84Z,2012-05-01T00:00:08.13Z,2012-05-01T00:00:00.62Z,2012-05-01T00:00:03.62Z,2012-04-30T23:58:22.30Z
2012-05-02,2012-05-02T00:00:02.12Z,2012-05-02T00:00:09.62Z,2012-05-02T00:00:12.34Z,2012-05-02T00:00:07.84Z,2012-05-02T00:00:08.12Z,2012-05-02T00:00:00.62Z,2012-05-02T00:00:03.62Z,2012-05-01T23:58:22.40Z
2012-05-03,2012-05-03T00:00:02.12Z,2012-05-03T00:00:09.62Z,2012-05-03T00:00:12.35Z,2012-05-03T00:00:07.84Z,2012-05-03T00:00:08.13Z,2012-05-03T00:00:00.62Z,2012-05-03T00:00:03.62Z,2012-05-02T23:58:22.50Z
2012-05-04,2012-05-04T00:00:02.12Z,2012-05-04T00:00:09.62Z,2012-05-04T00:00:12.34Z,2012-05-04T00:00:07.84Z,2012-05-04T00:00:08.13Z,2012-05-04T00:00:00.63Z,2012-05-04T00:00:03.63Z,2012-05-03T23:58:22.60Z
2012-05-05,2012-05-05T00:00:02.12Z,2012-05-05T00:00:09.62Z,2012-05-05T00:00:12.35Z,2012-05-05T00:00:07.84Z,2012-05-05T00:00:08.12Z,2012-05-05T00:00:00.63Z,2012-05-05T00:00:03.62Z,2012-05-04T23:58:22.80Z
2012-05-06,2012-05-06T00:00:02.12Z,2012-05-06T00:00:09.62Z,2012-05-06T00:00:12.35Z,2012-05-06T00:00:07.84Z,2012-05-06T00:00:08.12Z,2012-05-06T00:00:00.62Z,2012-05-06T00:00:03.62Z,2012-05-05T23:58:22.90Z
2012-05-07,2012-05-07T00:00:02.13Z,2012-05-07T00:00:09.62Z,2012-05-07T00:00:12.34Z,2012-05-07T00:00:07.84Z,2012-05-07T00:00:08.12Z,2012-05-07T00:00:00.62Z,2012-05-07T00:00:03.62Z,2012-05-06T23:58:23.00Z
2012-05-08,2012-05-07T23:00:02.13Z,2012-05-07T23:00:09.62Z,2012-05-07T23:00:12.35Z,2012-05-07T23:00:07.84Z,2012-05-07T23:00:08.13Z,2012-05-07T23:00:00.62Z,2012-05-07T23:00:03.62Z,2012-05-07T20:58:23.00Z
2012-05-09,2012-05-08T23:00:02.13Z,2012-05-08T23:00:09.62Z,2012-05-08T23:00:12.35Z,2012-05-08T23:00:07.84Z,2012-05-08T23:00:08.13Z,2012-05-08T23:00:00.62Z,2012-05-08T23:00:03.62Z,2012-05-08T20:58:23.20Z
2012-05-10,2012-05-10T00:00:02.12Z,2012-05-10T00:00:09.62Z,2012-05-10T00:00:12.34Z,2012-05-10T00:00:07.84Z,2012-05-10T00:00:08.12Z,2012-05-10T00:00:00.62Z,2012-05-10T00:00:03.62Z,2012-05-09T23:58:23.40Z
2012-05-11,2012-05-11T00:00:02.12Z,2012-05-11T00:00:09.62Z,2012-05-11T00:00:12.34Z,2012-05-11T00:00:07.84Z,2012-05-11T00:00:08.12Z,2012-05-11T00:00:00.62Z,2012-05-11T00:00:03.62Z,2012-05-10T23:58:23.50Z
2012-05-12,2012-05-12T00:00:02.12Z,2012-05-12T00:00:09.62Z,2012-05-12T00:00:12.35Z,2012-05-12T00:00:07.84Z,2012-05-12T00:00:08.12Z,2012-05-12T00:00:00.62Z,2012-05-12T00:00:03.62Z,2012-05-11T23:58:23.60Z
2012-05-13,2012-05-13T00:00:02.12Z,2012-05-13T00:00:09.63Z,2012-05-13T00:00:12.34Z,2012-05-13T00:00:07.84Z,2012-05-13T00:00:08.12Z,2012-05-13T00:00:00.62Z,2012-05-13T00:00:03.62Z,2012-05-12T23:58:23.70Z
2012-05-14,2012-05-14T00:00:02.12Z,2012-05-14T00:00:09.62Z,2012-05-14T00:00:12.35Z,2012-05-14T00:00:07.84Z,2012-05-14T00:00:08.15Z,2012-05-14T00:00:00.62Z,2012-05-14T00:00:03.62Z,2012-05-13T23:58:23.80Z
2012-05-18,2012-05-18T00:00:02.12Z,2012-05-18T00:00:09.62Z,2012-05-18T00:00:12.34Z,2012-05-18T00:00:07.84Z,2012-05-18T00:00:08.12Z,2012-05-18T00:00:00.62Z,2012-05-18T00:00:03.62Z,2012-05-17T23:58:24.30Z
2012-05-19,2012-05-19T00:00:02.12Z,2012-05-19T00:00:09.62Z,2012-05-19T00:00:12.34Z,2012-05-19T00:00:07.84Z,2012-05-19T00:00:08.12Z,2012-05-19T00:00:00.62Z,2012-05-19T00:00:03.62Z,2012-05-18T23:58:24.40Z
2012-05-20,2012-05-20T00:00:02.13Z,2012-05-20T00:00:09.62Z,2012-05-20T00:00:12.34Z,2012-05-20T00:00:07.84Z,2012-05-20T00:00:08.12Z,2012-05-20T00:00:00.63Z,2012-05-20T00:00:03.63Z,2012-05-19T23:58:24.50Z
2012-05-21,2012-05-21T00:00:02.12Z,2012-05-21T00:00:09.62Z,2012-05-21T00:00:12.34Z,2012-05-21T00:00:07.84Z,2012-05-21T00:00:08.12Z,2012-05-21T00:00:00.62Z,2012-05-21T00:00:03.62Z,2012-05-20T23:58:24.60Z
2012-05-22,2012-05-22T00:00:02.12Z,2012-05-22T00:00:09.62Z,2012-05-22T00:00:12.34Z,2012-05-22T00:00:07.84Z,2012-05-22T00:00:08.12Z,2012-05-22T00:00:00.63Z,2012-05-22T00:00:03.63Z,2012-05-21T23:58:24.70Z
2012-05-23,2012-05-23T00:00:02.14Z,2012-05-23T00:00:09.62Z,2012-05-23T00:00:12.34Z,2012-05-23T00:00:07.84Z,2012-05-23T00:00:08.12Z,2012-05-23T00:00:00.62Z,2012-05-23T00:00:03.62Z,2012-05-22T23:58:24.80Z
2012-05-24,2012-05-24T00:00:02.12Z,2012-05-24T00:00:09.62Z,2012-05-24T00:00:12.35Z,2012-05-24T00:00:07.84Z,2012-05-24T00:00:08.13Z,2012-05-24T00:00:00.62Z,2012-05-24T00:00:03.62Z,2012-05-23T23:58:24.80Z
2012-05-25,2012-05-25T02:50:14.12Z,2012-05-25T02:50:09.62Z,2012-05-25T02:50:12.35Z,2012-05-25T02:50:07.84Z,2012-05-25T02:50:08.12Z,2012-05-25T02:50:12.63Z,2012-05-25T02:50:03.63Z,2012-05-24T20:58:24.90Z
2012-05-26,2012-05-26T00:00:02.12Z,2012-05-26T00:00:09.62Z,2012-05-26T00:00:12.34Z,2012-05-26T00:00:07.84Z,2012-05-26T00:00:08.12Z,2012-05-26T00:00:00.62Z,2012-05-26T00:00:03.62Z,2012-05-25T23:58:25.00Z
2012-05-27,2012-05-27T00:00:02.12Z,2012-05-27T00:00:09.62Z,2012-05-27T00:00:12.34Z,2012-05-27T00:00:07.84Z,2012-05-27T00:00:08.12Z,2012-05-27T00:00:00.62Z,2012-05-27T00:00:03.62Z,2012-05-26T23:58:25.10Z
2012-05-28,2012-05-28T00:00:02.12Z,2012-05-28T00:00:09.62Z,2012-05-28T00:00:12.34Z,2012-05-28T00:00:07.84Z,2012-05-28T00:00:08.12Z,2012-05-28T00:00:00.62Z,2012-05-28T00:00:03.62Z,2012-05-27T23:58:25.20Z
2012-05-29,2012-05-29T00:00:02.12Z,2012-05-29T00:00:09.62Z,2012-05-29T00:00:12.35Z,2012-05-29T00:00:07.84Z,2012-05-29T00:00:08.12Z,2012-05-29T00:00:00.62Z,2012-05-29T00:00:03.62Z,2012-05-28T23:58:25.30Z
2012-05-30,2012-05-30T00:00:02.12Z,2012-05-30T00:00:09.62Z,2012-05-30T00:00:12.34Z,2012-05-30T00:00:07.84Z,2012-05-30T00:00:08.13Z,2012-05-30T00:00:00.62Z,2012-05-30T00:00:03.62Z,2012-05-29T23:58:25.30Z
2012-05-31,2012-05-31T00:00:02.12Z,2012-05-31T00:00:09.62Z,2012-05-31T00:00:12.35Z,2012-05-31T00:00:07.84Z,2012-05-31T00:00:08.12Z,2012-05-31T00:00:00.62Z,2012-05-31T00:00:03.62Z,2012-05-30T23:58:25.40Z
2012-06-01,2012-06-01T00:00:02.12Z,2012-06-01T00:00:09.62Z,2012-06-01T00:00:12.35Z,2012-06-01T00:00:07.84Z,2012-06-01T00:00:08.12Z,2012-06-01T00:00:00.62Z,2012-06-01T00:00:03.62Z,2012-05-31T23:58:25.50Z
2012-06-02,2012-06-02T00:00:02.12Z,2012-06-02T00:00:09.62Z,2012-06-02T00:00:12.34Z,2012-06-02T00:00:07.84Z,2012-06-02T00:00:08.12Z,2012-06-02T00:00:00.62Z,2012-06-02T00:00:03.62Z,2012-06-01T23:58:25.60Z
2012-06-03,2012-06-03T00:00:02.12Z,2012-06-03T00:00:09.62Z,2012-06-03T00:00:12.34Z,2012-06-03T00:00:07.84Z,2012-06-03T00:00:08.12Z,2012-06-03T00:00:00.62Z,2012-06-03T00:00:03.63Z,2012-06-02T23:58:25.60Z
2012-06-04,2012-06-04T00:00:02.12Z,2012-06-04T00:00:09.62Z,2012-06-04T00:00:12.34Z,2012-06-04T00:00:07.84Z,2012-06-04T00:00:08.12Z,2012-06-04T00:00:00.62Z,2012-06-04T00:00:03.62Z,2012-06-03T23:58:25.70Z
2012-06-05,2012-06-05T00:00:02.12Z,2012-06-05T00:00:09.62Z,2012-06-05T00:00:12.34Z,2012-06-05T00:00:07.84Z,2012-06-05T00:00:08.12Z,2012-06-05T00:00:00.62Z,2012-06-05T00:00:03.62Z,2012-06-04T23:58:25.80Z
2012-06-06,2012-06-05T18:00:02.12Z,2012-06-05T18:00:09.62Z,2012-06-05T18:00:14.14Z,2012-06-05T18:00:09.64Z,2012-06-05T18:00:08.15Z,2012-06-05T18:00:00.62Z,2012-06-05T18:00:03.62Z,2012-06-05T18:22:25.70Z
2012-06-08,2012-06-08T00:00:02.12Z,2012-06-08T00:00:09.62Z,2012-06-08T00:00:12.34Z,2012-06-08T00:00:07.84Z,2012-06-08T00:00:08.12Z,2012-06-08T00:00:00.62Z,2012-06-08T00:00:03.63Z,2012-06-07T23:58:26.00Z
2012-06-09,2012-06-09T00:00:02.13Z,2012-06-09T00:00:09.62Z,2012-06-09T00:00:12.35Z,2012-06-09T00:00:07.84Z,2012-06-09T00:00:08.12Z,2012-06-09T00:00:00.63Z,2012-06-09T00:00:03.62Z,2012-06-08T23:58:26.00Z
2012-06-10,2012-06-10T00:00:02.13Z,2012-06-10T00:00:09.62Z,2012-06-10T00:00:12.35Z,2012-06-10T00:00:07.84Z,2012-06-10T00:00:08.14Z,2012-06-10T00:00:00.62Z,2012-06-10T00:00:03.62Z,2012-06-09T23:58:26.10Z
2012-06-11,2012-06-11T00:00:02.12Z,2012-06-11T00:00:09.62Z,2012-06-11T00:00:12.35Z,2012-06-11T00:00:07.84Z,2012-06-11T00:00:08.13Z,2012-06-11T00:00:00.62Z,2012-06-11T00:00:03.62Z,2012-06-10T23:58:26.20Z
2012-06-13,2012-06-13T00:00:02.12Z,2012-06-13T00:00:09.62Z,2012-06-13T00:00:12.34Z,2012-06-13T00:00:07.84Z,2012-06-13T00:00:08.12Z,2012-06-13T00:00:00.62Z,2012-06-13T00:00:03.62Z,2012-06-12T23:58:26.30Z
2012-06-17,2012-06-17T00:00:02.12Z,2012-06-17T00:00:09.62Z,2012-06-17T00:00:12.34Z,2012-06-17T00:00:07.84Z,2012-06-17T00:00:08.12Z,2012-06-17T00:00:00.62Z,2012-06-17T00:00:03.62Z,2012-06-16T23:58:26.50Z
2012-06-18,2012-06-18T00:00:02.12Z,2012-06-18T00:00:09.62Z,2012-06-18T00:00:12.35Z,2012-06-18T00:00:07.84Z,2012-06-18T00:00:08.12Z,2012-06-18T00:00:00.63Z,2012-06-18T00:00:03.63Z,2012-06-17T23:58:26.50Z
2012-06-19,2012-06-19T00:00:02.12Z,2012-06-19T00:00:09.62Z,2012-06-19T00:00:12.34Z,2012-06-19T00:00:07.84Z,2012-06-19T00:00:08.13Z,2012-06-19T00:00:00.62Z,2012-06-19T00:00:03.62Z,2012-06-18T23:58:26.50Z
2012-06-20,2012-06-20T00:00:02.12Z,2012-06-20T00:00:09.62Z,2012-06-20T00:00:12.34Z,2012-06-20T00:00:07.84Z,2012-06-20T00:00:08.13Z,2012-06-20T00:00:00.62Z,2012-06-20T00:00:03.62Z,2012-06-19T23:58:26.60Z
2012-06-21,2012-06-21T00:00:02.12Z,2012-06-21T00:00:09.62Z,2012-06-21T00:00:12.34Z,2012-06-21T00:00:07.84Z,2012-06-21T00:00:08.12Z,2012-06-21T00:00:00.62Z,2012-06-21T00:00:03.62Z,2012-06-20T23:58:26.60Z
2012-06-22,2012-06-22T00:00:02.12Z,2012-06-22T00:00:09.62Z,2012-06-22T00:00:12.34Z,2012-06-22T00:00:07.84Z,2012-06-22T00:00:08.12Z,2012-06-22T00:00:00.63Z,2012-06-22T00:00:03.63Z,2012-06-21T23:58:26.60Z
2012-06-23,2012-06-23T00:00:02.12Z,2012-06-23T00:00:09.62Z,2012-06-23T00:00:12.34Z,2012-06-23T00:00:07.84Z,2012-06-23T00:00:08.12Z,2012-06-23T00:00:00.62Z,2012-06-23T00:00:03.62Z,2012-06-22T23:58:26.70Z
2012-06-24,2012-06-24T00:00:02.13Z,2012-06-24T00:00:09.62Z,2012-06-24T00:00:12.34Z,2012-06-24T00:00:07.84Z,2012-06-24T00:00:08.12Z,2012-06-24T00:00:00.62Z,2012-06-24T00:00:03.62Z,2012-06-23T23:58:26.70Z
2012-06-25,2012-06-24T23:00:02.12Z,2012-06-24T23:00:09.62Z,2012-06-24T23:00:12.34Z,2012-06-24T23:00:07.84Z,2012-06-24T23:00:08.14Z,2012-06-24T23:00:00.62Z,2012-06-24T23:00:03.62Z,2012-06-24T20:58:26.60Z
2012-06-26,2012-06-26T00:00:02.12Z,2012-06-26T00:00:09.62Z,2012-06-26T00:00:12.34Z,2012-06-26T00:00:07.84Z,2012-06-26T00:00:08.12Z,2012-06-26T00:00:00.62Z,2012-06-26T00:00:03.62Z,2012-06-25T23:58:26.70Z
2012-06-27,2012-06-27T00:00:02.12Z,2012-06-27T00:00:09.64Z,2012-06-27T00:00:12.35Z,2012-06-27T00:00:07.84Z,2012-06-27T00:00:08.12Z,2012-06-27T00:00:00.62Z,2012-06-27T00:00:03.62Z,2012-06-26T23:58:26.70Z
2012-06-28,2012-06-28T00:00:02.12Z,2012-06-28T00:00:09.62Z,2012-06-28T00:00:12.34Z,2012-06-28T00:00:07.84Z,2012-06-28T00:00:08.12Z,2012-06-28T00:00:00.62Z,2012-06-28T00:00:03.62Z,2012-06-27T23:58:26.70Z
2012-06-29,2012-06-29T00:00:02.13Z,2012-06-29T00:00:09.62Z,2012-06-29T00:00:12.34Z,2012-06-29T00:00:07.84Z,2012-06-29T00:00:08.12Z,2012-06-29T00:00:00.62Z,2012-06-29T00:00:03.63Z,2012-06-28T23:58:26.80Z
2012-06-30,2012-06-30T00:00:02.12Z,2012-06-30T00:00:09.62Z,2012-06-30T00:00:12.35Z,2012-06-30T00:00:07.84Z,2012-06-30T00:00:08.12Z,2012-06-30T00:00:00.62Z,2012-06-30T00:00:03.62Z,2012-06-29T23:58:26.80Z
2012-07-01,2012-06-30T21:00:38.12Z,2012-06-30T21:00:33.62Z,2012-06-30T21:00:36.35Z,2012-06-30T21:00:31.84Z,2012-06-30T21:00:32.13Z,2012-06-30T21:00:36.62Z,2012-06-30T21:00:27.62Z,2012-06-30T20:58:26.70Z
2012-07-02,2012-07-02T00:00:01.12Z,2012-07-02T00:00:08.62Z,2012-07-02T00:00:11.35Z,2012-07-02T00:00:06.84Z,2012-07-02T00:00:07.12Z,2012-07-01T23:59:59.62Z,2012-07-02T00:00:02.62Z,2012-07-01T23:58:25.80Z
2012-07-03,2012-07-03T00:00:01.12Z,2012-07-03T00:00:12.19Z,2012-07-03T00:00:13.62Z,2012-07-03T00:00:09.22Z,2012-07-03T00:00:08.99Z,2012-07-02T23:59:59.62Z,2012-07-03T00:00:02.62Z,2012-07-02T23:58:25.80Z
2012-07-04,2012-07-04T00:00:01.12Z,2012-07-04T00:00:08.62Z,2012-07-04T00:00:13.43Z,2012-07-04T00:00:06.84Z,2012-07-04T00:00:07.13Z,2012-07-03T23:59:59.63Z,2012-07-04T00:00:02.63Z,2012-07-03T23:58:25.80Z
2012-07-05,2012-07-05T00:00:01.12Z,2012-07-05T00:00:11.63Z,2012-07-05T00:00:12.07Z,2012-07-05T00:00:08.98Z,2012-07-05T00:00:07.12Z,2012-07-04T23:59:59.62Z,2012-07-05T00:00:02.62Z,2012-07-04T23:58:25.80Z
2012-07-06,2012-07-06T00:00:01.12Z,2012-07-06T00:00:08.62Z,2012-07-06T00:00:11.34Z,2012-07-06T00:00:06.84Z,2012-07-06T00:00:07.13Z,2012-07-05T23:59:59.62Z,2012-07-06T00:00:02.63Z,2012-07-05T23:58:25.80Z
2012-07-07,2012-07-07T00:00:01.12Z,2012-07-07T00:00:08.63Z,2012-07-07T00:00:13.70Z,2012-07-07T00:00:08.78Z,2012-07-07T00:00:07.12Z,2012-07-06T23:59:59.62Z,2012-07-07T00:00:02.62Z,2012-07-06T23:58:25.80Z
2012-07-08,2012-07-07T23:00:01.13Z,2012-07-07T23:00:08.62Z,2012-07-07T23:00:11.35Z,2012-07-07T23:00:06.84Z,2012-07-07T23:00:07.12Z,2012-07-07T22:59:59.63Z,2012-07-07T23:00:02.62Z,2012-07-07T20:58:25.70Z
2012-07-09,2012-07-09T00:00:01.12Z,2012-07-09T00:00:08.62Z,2012-07-09T00:00:11.34Z,2012-07-09T00:00:06.84Z,2012-07-09T00:00:07.13Z,2012-07-08T23:59:59.62Z,2012-07-09T00:00:02.62Z,2012-07-08T23:58:25.80Z
2012-07-10,2012-07-10T00:00:01.12Z,2012-07-10T00:00:08.62Z,2012-07-10T00:00:11.34Z,2012-07-10T00:00:06.84Z,2012-07-10T00:00:07.12Z,2012-07-09T23:59:59.62Z,2012-07-10T00:00:02.62Z,2012-07-09T23:58:25.80Z
2012-07-11,2012-07-11T00:00:01.12Z,2012-07-11T00:00:08.62Z,2012-07-11T00:00:11.34Z,2012-07-11T00:00:06.84Z,2012-07-11T00:00:07.12Z,2012-07-10T23:59:59.62Z,2012-07-11T00:00:02.62Z,2012-07-10T23:58:25.70Z
2012-07-12,2012-07-12T00:00:01.12Z,2012-07-12T00:00:08.62Z,2012-07-12T00:00:11.34Z,2012-07-12T00:00:06.84Z,2012-07-12T00:00:07.13Z,2012-07-11T23:59:59.62Z,2012-07-12T00:00:02.62Z,2012-07-11T23:58:25.70Z
2012-07-13,2012-07-13T00:00:01.12Z,2012-07-13T00:00:08.62Z,2012-07-13T00:00:13.41Z,2012-07-13T00:00:09.04Z,2012-07-13T00:00:07.13Z,2012-07-12T23:59:59.63Z,2012-07-13T00:00:02.63Z,2012-07-12T23:58:25.70Z
2012-07-14,2012-07-14T00:00:01.12Z,2012-07-14T00:00:08.62Z,2012-07-14T00:00:11.34Z,2012-07-14T00:00:06.84Z,2012-07-14T00:00:07.13Z,2012-07-13T23:59:59.62Z,2012-07-14T00:00:02.62Z,2012-07-13T23:58:25.70Z
2012-07-15,2012-07-15T00:00:01.12Z,2012-07-15T00:00:08.62Z,2012-07-15T00:00:11.34Z,2012-07-15T00:00:06.84Z,2012-07-15T00:00:07.12Z,2012-07-14T23:59:59.62Z,2012-07-15T00:00:02.62Z,2012-07-14T23:58:25.70Z
